quote,tags
"When someone is trying very hard to get something, they don't. And when they're running away from something as hard as they can, it usually catches up with them.",inspirational
"Make your interactions with people transformational, not just transactional.",37-days;inspirational;inspirational-quotes
"You will have to make up for the smallness of your size by your courage and selfless devotion to duty, for it is not life that matters, but the courage, fortitude and determination you bring to it.",courage;inspirational;jinnah;life;making-a-difference;selflessness
God will not have his work made manifest by cowards,individualism;inspirational
Life is 10 percent what happens to you and ninety percent how you respond to it.,inspirational
"The greatest blessing granted to mankind come by way of madness, which is a divine gift.",inspirational;science;truth
"To exist in this vast universe for a speck of time is the great gift of life. Our tiny sliver of time is our gift of life. It is our only life. The universe will go on, indifferent to our brief existence, but while we are here we touch not just part of that vastness, but also the lives around us. Life is the gift each of us has been given. Each life is our own and no one else's. It is precious beyond all counting. It is the greatest value we can have. Cherish it for what it truly is..... Your life is yours alone. Rise up and live it.",inspirational
"Dancing in all its forms cannot be excluded from the curriculum of all noble education; dancing with the feet, with ideas, with words, and, need I add that one must also be able to dance with the pen?",dancing;inspirational
"The less you reveal, the more people can wonder.",emma-watson;inspirational
"It's okay to be a loser, it just depends on how good you are at being one.",humor;inspirational
"Di jalan cinta para pejuang, biarkan cinta berhenti di titik ketaatan.. Meloncati rasa suka dan tidak suka.. Melampaui batas cinta dan benci.. Karena hikmah sejati tak selalu terungkap di awal pagi.. Karena seringkali kebodohan merabunkan kesan sesaat.. Maka taat adalah prioritas yang kadang membuat perasaan-perasaan terkibas.. Tapi yakinlah, di jalan cinta para pejuang, Alloh lebih tahu tentang kita..",inspirational
"Life is ours to be spent, not t",inspirational;life
Your world is a living expression of how you are using and have used your mind.,inspirational
"Undisturbed calmness of mind is attained by cultivating friendliness toward the happy, compassion for the unhappy, delight in the virtuous, and indifference toward the wicked.",inspirational;meditation;yoga
"Libraries store the energy that fuels the imagination. They open up windows to the world and inspire us to explore and achieve, and contribute to improving our quality of life. Libraries change lives for the better.",inspirational;learning;libraries;library
Many people pray to be kept out of unexpected problems,ability;confront;inspirational;life;overcome;pray;prayer;praying;problem;problems;secret;unexpected
"Integrity is doing what is right and truthful, and doing as you say you would do.",improvement;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;integrity;leadership;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;success;truth;truthful
Death comes to us all; we can only choose how to face it when it comes.,depressing;inspirational
Most people die with their music still locked up inside them.,inspirational;music
"Books. They are lined up on shelves or stacked on a table. There they are wrapped up in their jackets, lines of neat print on nicely bound pages. They look like such orderly, static things. Then you, the reader come along. You open the book jacket, and it can be like opening the gates to an unknown city, or opening the lid of a treasure chest. You read the first word and you're off on a journey of exploration and discovery.",adventure;advice;book;books;covers;discovery;inspirational;reader;readers
"Hindi ako naniniwalang kailangan ng tao mangarap dahil gusto n’ya ng pera, o gusto n’yang sumikat, o gusto n’ya ng impluwensya. Side effects na lang ang mga ‘to, sa tingin ko. Nangangarap ang tao dahil binigyan s’ya ng Diyos ng kakayanang mangarap at tumupad nito. Tungkulin n’yang pagbutihin ang pagkatao n’ya at mag-ambag ng tulong sa mundo. At wala na s’yang iba pang magagawang mas malaking kasalanan sa sarili bukod sa talikuran ang tungkuling yon… ",bob-ong;inspirational;personal
"The one place where a man ought to get a square deal is in a courtroom, be he any color of the rainbow, but people have a way of carrying their resentments right into a jury box. As you grow older, you'll see white men cheat black men every day of your life, but let me tell you something and don't you forget it - whenever a white man does that to a black man, no matter who he is, how rich he is, or how fine a family he comes from, that white man is trash.",inspirational
Speak with integrity. Say only what you mean. Avoid using the word to speak against yourslef or to gossip about others. Use your power of your word in the direction of truth and love.,inspirational;inspirational-life;ruiz
"Act as if! Act as if you're a wealthy man, rich already, and then you'll surely become rich. Act as if you have unmatched confidence and then people will surely have confidence in you. Act as if you have unmatched experience and then people will follow your advice. And act as if you are already a tremendous success, and as sure as I stand here today - you will become successful.",inspirational;motivational;success
Fortune does favor the bold and you'll never know what you're capable of if you don't try.,business;career;inspirational;self-help;women
"Today is the oldest you've ever been, and the youngest you'll ever be again.",inspirational;live
"When you are living the best version of yourself, you inspire others to live the best versions of themselves.",being-yourself;best-version;happiness;inspirational;inspire;life;motivational;success;version
You must understand: they fear you. There is nothing scarier in their minds than a girl who knows the power of her flames.,girl-power;inspirational;women
Don't turn over the rocks if you don't want to see the pale creatures who live under them.,inspirational;janet-fitch;white-oleander
All I have is all I need and all I need is all I have in this moment.,inspirational;self-help
"It had never occurred to me that our lives, which had been so closely interwoven, could unravel with such speed.",beautiful;inspirational;story
You can never cross the ocean until you have the courage to lose sight of the shore,inspirational
You don't always have to kiss a lot of frogs to recognize a prince when you find on,humor;inspirational
Fear not the path of Truth for the lack of People walking on it.,bobby;inspirational;kennedy;rfk;robert-francis-kennedy
"Life has no limitations, except the ones you make.",inspirational;les-brown;motivational
"The question is very understandable, but no one has found a satisfactory answer to it so far. Yes, why do they make still more gigantic planes, still heavier bombs and, at the same time, prefabricated houses for reconstruction? Why should millions be spent daily on the war and yet there's not a penny available for medical services, artists, or for poor people",anne;frank;inspirational;questions
"Become the leader of your life. Lead yourself to where you want to be. Breathe life back into your ambitions, your desires, your goals, your relationships.",ambitions;breathe;desires;goals;inspirational;leader;life;motivational;relationships;success
"The road of life is strewn with the bodies of promising people. People who show promise, yet lack the confidence to act. People who make promises they are unable to keep. People who promise to do tomorrow what they could do today. Promising young stars, athletes, entrepreneurs who wait for promises to come true. Promise without a goal and a plan is like a barren cow. You know what she could do if she could do it, but she can't. Turn your promise into a plan. Make no promise for tomorrow if you are able to keep it today. And if someone calls you promising, know that you are not doing enough today.",goals-in-life;inspirational
You can't change the wind but you can set your sails.,green-day;inspirational;musician
"I wish I could make him understand that a loving good heart is riches enough, and that without it intellect is poverty.",adam-and-eve;inspirational;intellect;morality
"If you care about someone enough, you’ll always be there for them no matter what.",be-there;care-enough;inspiration;inspirational;inspirational-quotes;inspire;inspiring;life;life-quotes;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking
"Those who travel to mountain-tops are half in love with themselves, and half in love with oblivion.",adventure;arrogance;humility;inspirational;mountaineering;mountains;oblivion
"A child may not know how to feed itself, or what to eat, yet it knows hunger.",inspirational
Each day is God's gift to you. What you do with it is your gift to Him.,inspirational;life
"We have to pray with our eyes on God, not on the difficulties.",inspirational;prayer
You are old beyond your years Zoeybird. Believe in yourself and you will find a way. But remember darkness does not always equate to evil just like light does not always bring good.,inspirational
"For the world is in a bad state, but everything will become still worse unless each of us does his best.",inspirational
"I am fallen, flawed and imperfect. Yet drenched in the grace and mercy that is found in Jesus Christ, there is strength",christianity;inspirational;jesus;strength
We crave for new sensations but soon become indifferent to them. The wonders of yesterday are today common occurrences,inspirational;psychological
"Not only is there often a right and wrong, but what goes around does come around, Karma exists, chickens do come home to roost, and as my mother, Phyllis, liked to say, “There is always a day of reckoning.” The good among the great understand that every choice we make adds to the strength or weakness of our spirits—ourselves, or to use an old fashioned word for the same idea, our souls. That is every human’s life work: to construct an identity bit by bit, to walk a path step by step, to live a life that is worthy of something higher, lighter, more fulfilling, and maybe even everlasting.",ethical;ethics;fulfillment;identity;inspiration;inspirational;inspirational-quotes;karma;life-lessons;meaning;meaning-of-life;personal-development;psychology;psychology-spirituality
"Let's start a new tomorrow, today.",inspirational
"May my heart be kind, my mind fierce, and my spirit brave.",author;fantasy;inspirational
"Scars show us where we have been, they do not dictate where we are going.",inspirational;life;scars
Most don't deserve your tears... and the ones that do will never make you cry.,inspirational;relationships;romance
"And I think that's what our world is desperately in need of - lovers, people who are building deep, genuine relationships with fellow strugglers along the way, and who actually know the faces of the people behind the issues they are concerned about.",inspirational
It is one of the beautiful compensations of life that no man can sincerely try to help another without helping himself.,inspirational
Blessed are the weird people,art;creative;inspirational;poets;writers;writing-life
"Were I a Roman Catholic, perhaps I should on this occasion vow to build a chapel to some saint, but as I am not, if I were to vow at all, it should be to build a light-house",1757;churches;inspirational;lighthouse
"The most difficult thing is the decision to act, the rest is merely tenacity. The fears are paper tigers. You can do anything you decide to do. You can act to change and control your life; and the procedure, the process is its own reward.",inspirational
Difficulties increase the nearer we get to the goal.,inspirational
"If you hear how wonderful you are often enough, you begin to believe it, no matter how you try to resist it.",inspirational;wonderful
"The library smells like old books — a thousand leather doorways into other worlds. I hear silence, like the mind of God. I feel a presence in the empty chair beside me. The librarian watches me suspiciously. But the library is a sacred place, and I sit with the patron saint of readers. Pulsing goddess light moves through me for one moment like a glimpse of eternity instantly forgotten. She is gone. I smell mold, I hear the clock ticking, I see an empty chair. Ask me now and I'll say this is just a place where you can't play music or eat. She's gone. The library sucks.",inspirational;love
He who speaks without an attentive ear is mute.,inspirational;wisdom
I attribute my success to this:—I never gave or took an excuse.,excuses;inspirational
"If you think you are beaten, you ar",inspiration;inspirational;mind-power;mindfulness;motivational;napoleon-hill
"I have met some highly intelligent believers, but history has no record to say that [s]he knew or understood the mind of god. Yet this is precisely the qualification which the godly must claim—so modestly and so humbly—to possess. It is time to withdraw our 'respect' from such fantastic claims, all of them aimed at the exertion of power over other humans in the real and material world.",arrogance;atheism;belief;fantasy;god;humility;inspirational;modesty;power;religion;respect
"A sailor chooses the wind that takes the ship from a safe port. Ah, yes, but once you're abroad, as you have seen, winds have a mind of their own. Be careful, Charlotte, careful of the wind you choose.",inspirational;life;sailor;ship;wind
"If freedom is short of weapons, we must compensate with willpower.",freedom;inspirational;willpower
Don't feel stupid if you don't like what everyone else pretends to love.,emma-watson;inspirational;love;pretending
"What men and women need is encouragement. Their natural resisting powers should be strengthened, not weakened ... Instead of always harping on a man's faults, tell him of his virtues. Try to pull him out of his rut ... Hold up to him his better self, his real self that can dare and do and win out! ... People radiate what is in their minds and in their hearts.",inspirational;uplifting;way-to-be
"Kung matatakot kang harapin ang totoo at sabihin ang talagang nararamdaman mo dahil baka masaktan ka, isa lang ibig sabihin noon: ipinagkait mo na sa sarili mo ang pagiging masaya at kinarir mo ang magpakatanga.",inspirational
Life is essentially an endless series of problems. The solution to one problem is merely the creation of another.,inspirational;self-help
"People live their lives bound by what they accept as correct and true. That’s how they define Reality. But what does it mean to be “correct” or “true”? Merely vague concepts… Their Reality may all be a mirage. Can we consider them to simply be living in their own world, shaped by their beliefs?",inspirational;life;perspective
"On no subject are our ideas more warped and pitiable than on death. ... Let children walk with nature, let them see the beautiful blendings and communions of death and life, their joyous inseparable unity, as taught in woods and meadows, plains and mountains and streams of our blessed star, and they will learn that death is stingless indeed, and as beautiful as life, and that the grave has no victory, for it never fights.",beauty;death;ideas;inspirational;joy;life;victory;warped
"To every problem, there is a most simple solution.",inspirational
There are not enough days in forever to allow me to fully express the depth of my love for you.,depth;express;forever;in-love;inspirational;love;lovers;soul-mates
"You have a unique gift to offer this world. Be true to yourself, be kind to yourself, read and learn about everything that interests you and keep away from people who bring you down. When you treat yourself kindly and respect the uniqueness of those around you, you will be giving this world an amazing gift... YOU!",be-you;be-yourself;happiness;inspirational;kindness;motivational;respect;self-esteem;success
"As for what it's against - the story is against those who pervert and misuse religion, or any other kind of doctrine with a holy book and a priesthood and an apparatus of power that wields unchallengeable authority, in order to dominate and suppress human freedoms.",controversy;inspirational;science
"Day after day, day after day",curse;faith;god;inspirational;revenge
I don’t want anyone to hold back who they are. It’s not okay… it’s not a good thing,coming-out;inspirational;lgbt;lgbtqia;team-internet;youtube
"Nobody is exempt from the trials of life, but everyone can always find something positive in everything even in the worst of times.",adversity;inspiration;inspirational;inspirational-quotes;inspire;inspiring;life;life-quotes;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;trials-of-life
"After all, if you do not resist the apparently inevitable, you will never know how inevitable the inevitable was.",apathy;capitalism;inevitability;inspirational;marxism;resistance;socialism
"Then hate me when thou wilt; if ever, now",hate;inspirational;love;shakespeare;uplifting
What I’ve realized is that life doesn’t count for much unless you’re willing to do your small part to leave our children — all of our children — a better world. Any fool can have a child. That doesn’t make you a father. It’s the courage to raise a child that makes you a father.,inspirational
"If I am truly to become an autonomous woman, then I must take over that role of being my own guardian...I not only have to become my own husband, but I need to be my own father, too.",inspirational
"Why am I compelled to write?... Because the world I create in the writing compensates for what the real world does not give me. By writing I put order in the world, give it a handle so I can grasp it. I write because life does not appease my appetites and anger... To become more intimate with myself and you. To discover myself, to preserve myself, to make myself, to achieve self-autonomy. To dispell the myths that I am a mad prophet or a poor suffering soul. To convince myself that I am worthy and that what I have to say is not a pile of shit... Finally I write because I'm scared of writing, but I'm more scared of not writing.",inspirational;writing
Teach her that the idea of 'gender roles' is absolute nonsense. Do not ever tell her that she should or should not do something because she is a girl,equality;feminism;gender-roles;inspirational
Though we tremble before uncertain future,feminism;inspirational;mestiza;poetry
"Courtesy costs nothing, but buys everything.",courtesy;inspirational
"Rogerson,"" I asked him sweetly as we sat watching a video in the pool house, ""where would I find the pelagic zone?",drama;fiction;inspirational;romance
"Realize that true happiness lies within you. Waste no time and effort searching for peace and contentment and joy in the world outside. Remember that there is no happiness in having or in getting, but only in giving. Reach out. Share. Smile. Hug. Happiness is a perfume you cannot pour on others without getting a few drops on yourself.",inspirational;life
Loneliness and the feeling of being unwanted is the most terrible poverty.,inspirational;poverty
There is no such thing as a great talent without great willpower.,inspirational
"O love, O fire! once he dre",deep;elegant;emotional;inspirational;literature;moving
Teachers are the one and only people who save nations.,education;inspirational;youth
impossible is not a word,inspirational
"The heart is like a woman, and the head is like a man, and although man is the head of woman, woman is the heart of man, and she turns man's head because she turns his heart.",catholicism;christianity;heart;inspirational;jesus-shock;love;man;marriage;philosophy;relationships;spirituality;theology;woman;woman-s-character;woman-s-charm;woman-s-strength
"Don't be afraid of the shadows, that only means there's a light nearby.",inspirational;life;wisdom
"Yes, terrible things happen, but sometimes those terrible things- they save you.",inspirational
"Hiduplah Untuk Memberi yang Sebanyak-banyaknya, Bukan untuk Menerima yang Sebanyak-banyaknya. (Pak Harfan)",inspirational
"Fourscore and seven years ago our fathers brought forth on this continent, a new nation, conceived in Liberty, and dedicated to the proposition that all men are created equal.",american-presidents;gettysburg-address;inspirational;us-presidents
Don't go on discussing what a good person should be. Just be one.,being;goodness;inspirational;self-actualization;wisdom
"Life is full of beauty. Notice it. Notice the bumble bee, the small child, and the smiling faces. Smell the rain, and feel the wind. Live your life to the fullest potential, and fight for your dreams.",beauty;inspirational;joy;life;optimism;positive
"Spirituality is not to be learned by flight from the world, or by running away from things, or by turning solitary and going apart from the world. Rather, we must learn an inner solitude wherever or with whomsoever we may be. We must learn to penetrate things and find God there.",inner-peace;inspirational;religion
"Now you people have names. That's because you don't know who you are. We know who we are, so we don't need names.",cats;inspirational;names
Successful people have libraries. The rest have big screen TVs,inspirational
"My life is very monotonous,"" the fox said. ""I hunt chickens: men hunt me. All the chickens are just alike, and all the men are just alike. And, in consequence, I am a little bored. But if you tame me, it will be as if the sun came to shine on my life. I shall know the sound of a step that will be different from all the others. Other steps send me hurrying back underneath the ground. Yours will call me, like music, out of my burrow. And then look: you see the grain fields down yonder? [...] The wheat fields have nothing to say to me. And that is sad. But you have hair that is the color of gold. Think how wonderful that will be when you have tamed me! The grain, which is also golden, will bring me back to the thought of you. And I shall love to listen to the wheat in the wind...",inspirational
Storms make trees take deeper roots.,inspirational
"When life doesn't meet your expectations, it was important to take it with grace.",grace;inspirational;life
Vote for the man who promises least; he'll be the least disappointing.,humor;inspirational
"She was broken, I think it’s because she loved too much and she was always blind to the fact that love too is sometimes broken.",happyquotes;hope;inspirational;inspirationalquotes;inspired;instadaily;instaquote;lovequotes;pinquotes;poems;poetry;quote;quoteoftheday;quotes;relationships;rmdrake;sadquotes;sayings;spokenword;tattoo;typewriter;vsco;writer;writing
"Dance like you're stamping on a human face forever, love like you've been in a serious car crash that minced the front of your brain, stab like no one can arrest you, and live like there's no such thing as God.",comics;inspirational;mad
"Once for all, then, a short precept is given thee: Love, and do what thou wilt: whether thou hold thy peace, through love hold thy peace; whether thou cry out, through love cry out; whether thou correct, through love correct; whether thou spare, through love do thou spare: let the root of love be within, of this root can nothing spring but what is good.",inspirational;life;love;thelema
"You can fail at what you don't want, so you might as well take a chance on doing what you love.",inspirational
A smooth sea never made a skilled sailor.,inspirational
Mother is a verb. It's something you do. Not just who you are.,family;inspirational;parenting
"To be deeply loved, means a willingness to cut yourself wide open, exposing your vulnerabilities... hopes, hurts, fears and flaws. Hiding behind the highlight reel of who you are, is the real you and that person is just as worthy of love. There is nothing more terrifying or fulfilling, than complete love, it's worth the risk... reach for it.",being-loved;being-yourself;inspirational;jaeda-dewalt;real-love;relationships;taking-risks;true-love
"It is books that are a key to the wide world; if you can't do anything else, read all that you can.",inspirational
"Were knowledge all, what were our nee",inspirational;love;philosophical;poetry
"Do not fear the thorns in your path, for they draw only corrupt blood.",inspirational
?? ??? ?? ????? ???? ??? ?????? ??????? ... ????? ???????? ?????,inspirational
"Don't let anyone take care of you. Can you maybe leave that for me to do? I mean, take care of you? Feel free to take care of me in return... because I think I'll need you to do that.",inspirational;the-piper-s-son
"To me, when someone wrongs you, you both share the burden of that wrongdoing - the pain of it weighs on both of you. Forgiveness, then, means choosing to bear the full weight all by yourself. Caleb's betrayal is something we both carry, and since he did it, all I've wanted is for him to take its weight away from me. I am not sure that I'm capable of shouldering it all myself - not sure that I am strong enough, or good enough.",inspirational
Never follow the crowd.,inspirational
If I look at the mass I will never act.,activism;apathy;genocide;helplessness;inspirational;power
"How can you trust me, after what your own brother did to you?",damianos-of-akielos;inspirational;laurent-of-vere;trustworthy
"I wish that all nations may recover and retain their independence; that those which are overgrown may not advance beyond safe measures of power, that a salutary balance may be ever maintained among nations, and that our peace, commerce, and friendship, may be sought and cultivated by all. It is our business to manufacture for ourselves whatever we can, to keep our markets open for what we can spare or want; and the less we have to do with the amities or enmities of Europe, the better. Not in our day, but at no distant one, we may shake a rod over the heads of all, which may make the stoutest of them tremble",inspirational;power
"It is a serious thing to live in a society of possible gods and goddesses, to remember that the dullest most uninteresting person you can talk to may one day be a creature which,if you saw it now, you would be strongly tempted to worship, or else a horror and a corruption such as you now meet, if at all, only in a nightmare. All day long we are, in some degree helping each other to one or the other of these destinations. It is in the light of these overwhelming possibilities, it is with the awe and the circumspection proper to them, that we should conduct all of our dealings with one another, all friendships, all loves, all play, all politics. There are no ordinary people. You have never talked to a mere mortal. Nations, cultures, arts, civilizations - these are mortal, and their life is to ours as the life of a gnat. But it is immortals whom we joke with, work with, marry, snub, and exploit - immortal horrors or everlasting splendors.",inspirational
"Do not become someone else just because you are hurt. Be who you are & smile, it may solve, all problems you have got.",huomor;inspirational;life;science
The level of success you achieve will be in direct proportion to the depth of your commitment.,commitment;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;success
"We spend money that we do not have, on things we do not need, to impress people who do not care.",humor;inspirational
"The whole summer lay ahead of us-time to rest, time to wait. And when the future comes-no matter what comes with it-I'll be smarter. I'll be stronger. I'll be ready.",inspirational
it takes as much courage to have tried and failed as it does to have tried and succeded.,courage;inspirational;life
I’d rather welcome change than cling to the past.,inspirational
Four things to learn in life: To think clearly without hurry or confusion; To love everybody sincerely; To act in everything with the highest motives; To trust God unhesitatingly.,inspirational
"Love cures people, both the ones who give it and the ones who receive it.",inspirational;love
"If you don’t have the time to do something right, where are you going to find the time to fix it?",inspirational
"I will be generous with my love today. I will sprinkle compliments and uplifting words everywhere I go. I will do this knowing that my words are like seeds and when they fall on fertile soil, a reflection of those seeds will grow into something greater.",compassion;compliments;inspirational;love;motivational;resolution
It's been said that love finds you when you're ready.,inspirational
"How strange is man that when he is afraid of something he runs away from it, but when he is afraid of Allah, he gets closer to Him.",inspirational;respect
"What she had long believed was not true, and now the world was wide open to discover what was",inspirational
"If you set yourself to it, you can live the same life, rich or poor. You can keep on with your books and your ideas. You just got to say to yourself, ""I'm a free man in here"" - he tapped his forehead - ""and you're all right.",inspirational
"A great human revolution in just a single individual will help achieve a change in the destiny of a nation and, further, can even enable a change in the destiny of all humankind.",absolute-happiness;buddhism;destiny;humanism;inspirational;karma;peace;self-reformation
Team work makes the dream work,bts;inspirational;kpop;rap-monster
"I should have learned this, she thought. I wanted to learn fire, and pain, but I should have learned people.",inspirational;life;terry-pratchett;tiffany-aching;truth;witches
"And so I ask myself: 'Where are your dreams?' And I shake my head and mutter: 'How the years go by!' And I ask myself again: 'What have you done with those years? Where have you buried your best moments? Have you really lived? Look,' I say to myself, 'how cold it is becoming all over the world!' And more years will pass and behind them will creep grim isolation. Tottering senility will come hobbling, leaning on a crutch, and behind these will come unrelieved boredom and despair. The world of fancies will fade, dreams will wilt and die and fall like autumn leaves from the trees. . . .",inspirational
Have love for your inner Self and everything else is done for you.,happiness-quotes;inner-peace;inner-strength;inspirational;lifestyle;meditation;self-awareness;self-discovery;spiritual;wisdom
Worrying is arrogant because God knows what He's doing.,christian-living;inspirational
Man is born broken. He lives by mending. The grace of God is glue.,inspirational
This new day has greeted us with no rules; unconditional opportunity. Do not dilute the power of this new day with the hardship of yesterday. Greet this day the way it has greeted you; with open arms and endless possibility.,blessings;inspirational;life;new-day;possibilities
"When I pictured myself, it was always like just an outline in a colouring book, with the inside not yet completed.",inspirational;someone-like-you;true
"In spite of everything I still believe that people are really good at heart. I simply can't build up my hopes on a foundation consisting of confusion, misery and death.",inspirational
One of the best ways to influence people is to make those around you feel important.,influence;inspiration;inspirational;inspirational-quotes;inspire;inspiring;leader;leaders;leadership;life;life-quotes;living;motivation;motivational
"Everytime I plant a seed,he say kill it before it grow, he say kill it before they grow.",inspirational
Each man should frame life so that at some future hour fact and his dreaming meet.,inspirational
The sidelines may be safer but life is played on the field,inspirational
We never know how high we are till we are called to rise. Then if we are true to form our statures touch the skies.,inspirational
Quiet people have the loudest minds.,authors;books;dark;horror;inspirational;inspiring-quotes;minds;quotes;reading;steven-king;writers
Brimstone once told me that to stay true in the face of evil is a feat of strength.,inspirational;karou
I cannot trust a man to control others who cannot control himself.,inspirational;leadership;self-control
Something amazing happens when you're in love and don't give a damn about what day it is anymore.,amazing;happy;inspirational;life;love
People are always telling me that i'm not like other girls...that i dont dress like other girls...that i dont act like other girls. But i'm my OWN person...i go to the beat of my own drum.,inspirational
"I don't think we get answers to every question. We don't get all the whys. But I think when we look back to the end of our lives, if we do the best we can, and we will see that the things we begged God to take from us, the things we cursed him for, the things that made us turn our backs on him, are the things that were the biggest blessings, the biggest opportunities for growth.",inspirational
"And the fox said to the little prince: men have forgotten this truth, but you must not forget it. You become responsible, forever, for what you have tamed.",animals;inspirational;responsibility;wisdom
"So what? You're another person, so of course you look different. What do you need to be ashamed for?",being-different;black-butler;inspirational;kuroshitsuji
"?Today is a new day. It's a day you have never seen before and will never see again. Stop telling yourself the 'same crap, different day' lie! How many days has that lie stolen from you? Seize the wonder and uniqueness of today! Recognize that throughout this beautiful day, you have an incredible amount of opportunities to move your life into the direction you want it to go.",action;carpe-diem;choices;inspirational;life;motivational;new-day;opportunities;seize-the-day;unique
"We're called to be faithful, to take those first difficult steps--and to leave the results up to God.",faithful;god;hope;inspirational;results;truth
"Things will change: you won't feel this way forever. And anyway, sometimes the hardest lessons to learn are the ones your soul needs most.",inspirational
"It occurred to me by intuition, and music was the driving force behind that intuition. My discovery was the result of musical perception.",inspirational
Appreciate the moment of a first kiss; it may be the last time you own your heart.,happyquotes;hope;inspirational;inspirationalquotes;inspired;instadaily;instaquote;lovequotes;pinquotes;poems;poetry;quote;quoteoftheday;quotes;relationships;rmdrake;sadquotes;sayings;spokenword;tattoo;typewriter;vsco;writer;writing
A dream you dream alone is only a dream. A dream you dream together is reality.,dream;imagination;inspirational
Society will always be too fragile to accept us for all that makes us beautiful.,happyquotes;hope;inspirational;inspirationalquotes;inspired;instadaily;instaquote;lovequotes;pinquotes;poems;poetry;quote;quoteoftheday;quotes;relationships;rmdrake;sadquotes;sayings;spokenword;tattoo;typewriter;vsco;writer;writing
"Yet there are moments when the walls of the mind grow thin; when nothing is unabsorbed, and I could fancy that we might blow so vast a bubble that the sun might set and rise in it and we might take the blue of midday and the black of midnight and be cast off and escape from here and now.",escape;inspirational;life;mind
"It is foolish to tear one’s hair in grief, as though sorrow would be made less by baldness.",advice-for-daily-living;fear-and-loathing;grief;inspirational;sorrow
"I want you to have big dreams, big goals. I want you to strive to achieve them. But I don't want to see you beating yourself up every time you make a mistake.",inspirational;love;support;supporters
"The More we value things, the less we value ourselves",inspirational
I don't regret the painful times; I bare my scars as if they were medals.,inspirational
"Ten spears go to battle,"" he whispered, ""and nine shatter. Did the wa",inspirational
A thing worth having is a thing worth cheating for.,humour;inspirational
"Holding a grudge & harboring anger/resentment is poison to the soul. Get even with people...but not those who have hurt us, forget them, instead get even with those who have helped us.",anger;compassion;grudge;inspirational;life;motivational;people;resentment
"Strength is Life, Weakness is Death",inspirational
"Love feels no burden, thinks nothing of its trouble, attempts what is above its strength, pleads no excuse for impossibility, for it thinks all things are lawful for itself and all things are possible",inspirational;love
Better to shun the bait than struggle in the snare.,common-sense;inspirational;wisdom
"You don't win races by wishing, you win them by running faster than everyone else does.",inspirational;life
"To do something that you feel in your heart that's great, you need to make a lot of mistakes. Anything that's successful is a series of mistakes.",green-day;inspirational;musician
You have every right to a beautiful life.,inspirational;life;song-lyrics
It is our wounds that create in us a desire to reach for miracles. The fulfillment of such miracles depends on whether we let our wounds pull us down or lift us up towards our dreams.,breakup;broken;broken-heart;broken-hearted;broken-hearted-quotes;dating;faith;healing;heartache;heartbreak;heartbroken;hope;hurt;hurt-feelings;hurting;hurting-heart;inspirational;life;life-lessons;love;romance
Happiness depends more on the inward disposition of mind than on outward circumstances.,inspirational
Onward and Upward! To Narnia and the North!,inspirational
I do like the world quite a lot.,inspirational
"Go and get your things,' he said. 'Dreams mean work.",dreams;inspirational;work
"To separate oneself from the burden, the angst, the anguish that we all encounter everyday. To say I am alive, I am wonderful, I am. I am. That is something to aspire to.",inspirational
"In the end, everything is a gag.",humor;inspirational
I can't understand why people are frightened of new ideas. I'm frightened of the old ones.,ideas;inspirational
"God is whispering in your heart, in the whole existence, just tune your ears.",god;inspirational;mediation;meditations;motivational;silence;spiritual;spiritual-growth;spirituality
"When something is important enough, you do it even if the odds are not in your favour.",inspirational
Me plus you. (Imma tell you one time) Me plus you. (Imma tell you one time,actors;girls;inspirational;love;singers;talent
Everyone kept telling me not to worry someone will do something. No one did so I became someone and did something.,excuses;inspirational
The strength of a man isn't seen in the power of his arms. It's seen in the love with which he EMBRACES you.,embrace;happiness;inspirational;love;men;relationships;strength;true-love
A successful marriage requires falling in love many times -- always with the same person.,inspirational
I don't think you should wait. I think you should speak now.,fearless;inspirational;speak-now;taylor-swift
"Indeed, the more we find to love, the more we add to the measure of our hearts.",inspirational
But there's always a first time for everything,inspirational
You have forgotten the On,inspirational
This was not a fearie tale. This was not the movies. This was life. It hurt more. It was excruciating. It was excruciatingly beautiful.,inspirational
"No matter who we are, no matter what our circumstances, our feelings and emotions are universal. And music has always been a great way to make people aware of that connection. It can help you open up a part of yourself and express feelings you didn't know you were feeling. It's risky to let that happen. But it's a risk you have to take-because only then will you find you're not alone.",inspirational;music
"Do not let the hero in your soul parish, in lonely frustration, for the life you deserved but never have been able to reach. Check your road and the nature of your battle. The world you desired can be won. It exists, it is real, it is possible, it is yours.",inspirational;john-galt
"God is God. He knows what he is doing. When you can’t trace his hand, trust his heart.",christian;inspirational
"Watch for the thing that will show itself to you. Because that thing, when you find it, will be your future.",inspirational
"Tuhan kan nggak mungkin langsung sedekah ke orang-orang, ya kalianlah sedekah duit kalau punya duit, sedekah ilmu, sedekah senyum",inspirational;spiritual
